id,证券代码,证券简称,所属行业名称,无形资产,研发支出合计,研发支出总额占营业收入比例,净利润,研发人员数量,政府补助,资产负债率,总资产,流动比率,营业收入,净利润,销售净利率,流动资产周转率,研发人员数量占比,技术人员人数,新增专利数,新增发明专利数,新增新型专利,新增外观专利
16285,300316.SZ,晶盛机电,信息技术,159977704.76 ,48384356.26 ,8.18 ,113210050.28 ,209.00 ,12929387.52 ,38.07 ,69.55 ,1.75 ,15.28 ,-37.52 ,8.82 ,3.63 ,19.23 ,114.00 ,0.00 ,0.00 ,0.00 ,0.00 
16286,300319.SZ,麦捷科技,信息技术,93623436.82 ,62446961.70 ,3.44 ,59234790.44 ,329.00 ,31129482.66 ,38.38 ,-0.52 ,1.69 ,-28.93 ,-340.38 ,-6.92 ,1.02 ,9.76 ,299.00 ,21.00 ,18.00 ,3.00 ,0.00 
16287,300319.SZ,麦捷科技,信息技术,88944894.92 ,56117017.28 ,3.36 ,142258254.28 ,185.00 ,22101962.67 ,40.71 ,1.57 ,1.63 ,8.41 ,127.07 ,2.50 ,1.33 ,5.99 ,248.00 ,17.00 ,9.00 ,8.00 ,0.00 
16288,300319.SZ,麦捷科技,信息技术,97609031.95 ,56601465.95 ,3.93 ,-350697914.36 ,248.00 ,24385269.24 ,43.39 ,26.62 ,1.68 ,-15.49 ,-228.03 ,-10.01 ,1.58 ,7.51 ,200.00 ,2.00 ,1.00 ,1.00 ,0.00 
16289,300319.SZ,麦捷科技,信息技术,26237012.22 ,53828100.63 ,3.18 ,152836623.45 ,200.00 ,13221326.38 ,39.96 ,4.40 ,1.18 ,15.01 ,103.91 ,0.47 ,1.97 ,8.26 ,242.00 ,7.00 ,5.00 ,2.00 ,0.00 
16290,300319.SZ,麦捷科技,信息技术,33117222.87 ,22643330.60 ,3.34 ,76865905.09 ,220.00 ,6456858.62 ,37.72 ,-5.89 ,1.07 ,-4.76 ,-436.62 ,-13.74 ,2.37 ,8.06 ,75.00 ,16.00 ,13.00 ,0.00 ,3.00 
16291,300322.SZ,硕贝德,信息技术,40365606.67 ,122677483.84 ,7.01 ,96628056.41 ,297.00 ,16768776.82 ,50.65 ,3.44 ,0.97 ,-7.49 ,-331.48 ,-3.68 ,1.62 ,14.42 ,355.00 ,13.00 ,4.00 ,7.00 ,2.00 
16292,300322.SZ,硕贝德,信息技术,55970291.04 ,117348854.94 ,6.81 ,71116717.70 ,355.00 ,24509057.11 ,49.02 ,4.19 ,1.00 ,-3.05 ,-970.11 ,-3.54 ,0.74 ,18.58 ,458.00 ,15.00 ,5.00 ,10.00 ,0.00 
16293,300322.SZ,硕贝德,信息技术,50628526.60 ,128275549.49 ,6.20 ,26849004.46 ,458.00 ,22536628.02 ,42.87 ,5.46 ,1.54 ,27.11 ,7.26 ,0.39 ,1.07 ,25.53 ,876.00 ,30.00 ,22.00 ,7.00 ,1.00 
16294,300322.SZ,硕贝德,信息技术,134984219.33 ,117745462.45 ,6.82 ,22345224.01 ,876.00 ,13063696.15 ,40.51 ,127.76 ,1.51 ,101.11 ,140.63 ,4.31 ,1.03 ,30.53 ,667.00 ,31.00 ,13.00 ,16.00 ,2.00 
16295,300322.SZ,硕贝德,信息技术,41598549.94 ,91348292.45 ,11.85 ,-121462717.61 ,667.00 ,8864887.80 ,16.36 ,-5.79 ,4.71 ,0.42 ,-69.94 ,-21.31 ,1.03 ,38.42 ,737.00 ,31.00 ,11.00 ,1.00 ,19.00 
16296,300323.SZ,华灿光电,信息技术,650064681.88 ,214686454.28 ,7.90 ,-1047862427.45 ,475.00 ,252829000.34 ,27.97 ,3.60 ,1.30 ,35.64 ,-32.39 ,5.55 ,0.54 ,12.63 ,1031.00 ,6.00 ,6.00 ,0.00 ,0.00 
16297,300323.SZ,华灿光电,信息技术,752375141.20 ,183925533.20 ,6.73 ,243860272.91 ,613.00 ,419074222.61 ,25.12 ,-0.25 ,1.35 ,48.25 ,-37.07 ,7.24 ,0.99 ,8.70 ,844.00 ,11.00 ,11.00 ,0.00 ,0.00 
16298,300323.SZ,华灿光电,信息技术,565734369.85 ,128855288.70 ,4.90 ,502106401.04 ,468.00 ,324565221.41 ,29.11 ,212.69 ,1.23 ,187.67 ,4201.60 ,17.05 ,0.90 ,6.95 ,606.00 ,9.00 ,9.00 ,0.00 ,0.00 
16299,300323.SZ,华灿光电,信息技术,550789332.86 ,93230974.60 ,5.89 ,267190441.97 ,326.00 ,262960993.81 ,12.07 ,8.57 ,5.63 ,2.50 ,20.52 ,15.61 ,0.89 ,10.04 ,512.00 ,18.00 ,16.00 ,2.00 ,0.00 
16300,300323.SZ,华灿光电,信息技术,98208996.18 ,104974438.55 ,10.99 ,-95963887.71 ,308.00 ,107967382.69 ,13.76 ,4.77 ,5.46 ,133.38 ,152.05 ,13.27 ,0.86 ,13.20 ,560.00 ,19.00 ,18.00 ,1.00 ,0.00 
16301,300324.SZ,旋极信息,信息技术,95720545.18 ,229742532.94 ,6.90 ,263121174.68 ,1181.00 ,11159190.76 ,28.81 ,4.83 ,2.02 ,6.83 ,5.44 ,9.63 ,0.68 ,31.72 ,2320.00 ,26.00 ,18.00 ,6.00 ,2.00 
16302,300324.SZ,旋极信息,信息技术,103380883.93 ,174046686.35 ,4.51 ,71011890.50 ,1125.00 ,27403503.18 ,26.88 ,16.69 ,1.76 ,26.41 ,23.83 ,15.11 ,2.96 ,31.09 ,3066.00 ,14.00 ,7.00 ,5.00 ,2.00 
16303,300324.SZ,旋极信息,信息技术,140141929.13 ,113761307.81 ,3.45 ,510688824.08 ,1562.00 ,17640564.97 ,31.43 ,6.26 ,1.93 ,22.59 ,-19.15 ,15.43 ,3.53 ,33.05 ,2918.00 ,14.00 ,11.00 ,3.00 ,0.00 
16304,300324.SZ,旋极信息,信息技术,105834061.64 ,75220962.63 ,3.44 ,599968804.88 ,1357.00 ,6776986.97 ,16.02 ,40.17 ,4.09 ,22.61 ,31.75 ,25.32 ,3.22 ,31.28 ,2168.00 ,10.00 ,8.00 ,2.00 ,0.00 
16305,300324.SZ,旋极信息,信息技术,34194135.34 ,41908008.21 ,4.27 ,115601483.60 ,715.00 ,1346250.00 ,15.06 ,16.05 ,4.11 ,30.45 ,38.23 ,23.57 ,3.37 ,21.88 ,584.00 ,4.00 ,2.00 ,1.00 ,1.00 
16306,300327.SZ,中颖电子,信息技术,20888674.14 ,135455873.87 ,16.24 ,181370179.02 ,289.00 ,11452769.02 ,30.92 ,9.15 ,2.04 ,7.95 ,3.38 ,18.09 ,0.79 ,79.61 ,258.00 ,2.00 ,2.00 ,0.00 ,0.00 
16307,300327.SZ,中颖电子,信息技术,14202072.51 ,119697758.89 ,15.80 ,161339499.29 ,283.00 ,9701927.42 ,29.80 ,8.08 ,2.10 ,-3.52 ,-48.85 ,13.09 ,1.87 ,84.73 ,241.00 ,2.00 ,2.00 ,0.00 ,0.00 
16308,300327.SZ,中颖电子,信息技术,18001638.88 ,93516005.73 ,13.64 ,129228059.16 ,265.00 ,8593667.10 ,22.71 ,20.05 ,2.79 ,18.11 ,15.10 ,24.68 ,1.68 ,84.39 ,236.00 ,7.00 ,7.00 ,0.00 ,0.00 
16309,300327.SZ,中颖电子,信息技术,13872643.57 ,75351185.55 ,14.55 ,106812041.63 ,259.00 ,9923820.00 ,23.17 ,2.60 ,2.50 ,-14.19 ,-61.75 ,4.79 ,1.56 ,87.50 ,220.00 ,7.00 ,7.00 ,0.00 ,0.00 
16310,300327.SZ,中颖电子,信息技术,20414204.56 ,72695838.10 ,17.67 ,49783179.50 ,259.00 ,326245.00 ,21.44 ,28.53 ,3.10 ,8.61 ,111.40 ,10.76 ,1.46 ,89.62 ,221.00 ,12.00 ,12.00 ,0.00 ,0.00 
16311,300330.SZ,华虹计通,信息技术,982171.37 ,16061149.37 ,6.16 ,5121328.28 ,89.00 ,2603440.00 ,26.85 ,-33.52 ,2.59 ,15.45 ,315.59 ,9.77 ,0.57 ,52.35 ,131.00 ,2.00 ,2.00 ,0.00 ,0.00 
16312,300330.SZ,华虹计通,信息技术,1193275.62 ,10599556.53 ,5.12 ,-19305922.93 ,83.00 ,1269430.77 ,27.77 ,-38.26 ,2.49 ,-30.81 ,-436.49 ,-285.16 ,1.71 ,43.92 ,131.00 ,9.00 ,4.00 ,3.00 ,2.00 
16313,300330.SZ,华虹计通,信息技术,1568417.69 ,15405179.57 ,6.89 ,5949131.91 ,85.00 ,4688061.37 ,23.61 ,-7.61 ,2.70 ,-23.94 ,-683.41 ,-36.78 ,1.71 ,44.50 ,148.00 ,8.00 ,3.00 ,2.00 ,3.00 
16314,300330.SZ,华虹计通,信息技术,2496721.22 ,14361477.34 ,10.73 ,-28947172.15 ,87.00 ,599000.00 ,28.93 ,14.89 ,4.04 ,49.18 ,181.87 ,15.91 ,1.86 ,39.91 ,137.00 ,3.00 ,3.00 ,0.00 ,0.00 
16315,300330.SZ,华虹计通,信息技术,2277787.70 ,8074953.99 ,3.81 ,-13614806.46 ,87.00 ,2918955.00 ,30.14 ,56.60 ,4.52 ,75.04 ,-2.01 ,8.42 ,1.85 ,42.00 ,91.00 ,4.00 ,2.00 ,0.00 ,2.00 
16316,300331.SZ,苏大维格,信息技术,86347381.48 ,82353099.48 ,6.35 ,103608952.77 ,379.00 ,11715273.87 ,20.03 ,12.22 ,13.37 ,10.32 ,-7.74 ,20.87 ,1.07 ,16.54 ,332.00 ,76.00 ,10.00 ,57.00 ,9.00 
16317,300331.SZ,苏大维格,信息技术,62703693.95 ,80131582.13 ,7.06 ,56513237.89 ,332.00 ,18539861.02 ,17.51 ,9.53 ,14.31 ,28.76 ,54.99 ,24.31 ,0.71 ,18.86 ,301.00 ,76.00 ,37.00 ,34.00 ,5.00 
16318,300331.SZ,苏大维格,信息技术,64291294.69 ,71016820.04 ,7.52 ,76607914.51 ,301.00 ,20341255.58 ,8.01 ,4.70 ,16.11 ,74.90 ,583.79 ,20.20 ,0.63 ,18.19 ,198.00 ,15.00 ,15.00 ,0.00 ,0.00 
16319,300331.SZ,苏大维格,信息技术,65874044.62 ,47595768.33 ,11.45 ,27939260.67 ,198.00 ,19349987.62 ,16.57 ,165.56 ,3.51 ,44.13 ,7.71 ,11.23 ,0.51 ,24.66 ,185.00 ,10.00 ,10.00 ,0.00 ,0.00 
16320,300331.SZ,苏大维格,信息技术,22968660.11 ,42007150.75 ,11.50 ,3517931.30 ,185.00 ,18637397.32 ,20.52 ,8.48 ,2.76 ,0.65 ,-38.08 ,15.03 ,0.41 ,24.77 ,174.00 ,1.00 ,1.00 ,0.00 ,0.00 
16321,300333.SZ,兆日科技,信息技术,69781258.04 ,70739378.47 ,29.51 ,34352333.15 ,272.00 ,1502000.00 ,41.55 ,38.18 ,2.24 ,19.90 ,50.94 ,1.83 ,0.44 ,75.35 ,181.00 ,9.00 ,8.00 ,1.00 ,0.00 
16322,300333.SZ,兆日科技,信息技术,64868818.74 ,60723050.06 ,28.13 ,31666243.32 ,181.00 ,852500.00 ,31.96 ,24.24 ,4.13 ,23.63 ,-33.67 ,5.35 ,1.17 ,67.04 ,167.00 ,14.00 ,14.00 ,0.00 ,0.00 
16323,300333.SZ,兆日科技,信息技术,52545700.50 ,56917076.36 ,24.63 ,36331228.03 ,167.00 ,,25.93 ,26.93 ,3.21 ,35.16 ,-15.36 ,9.96 ,1.41 ,62.55 ,159.00 ,11.00 ,11.00 ,0.00 ,0.00 
16324,300333.SZ,兆日科技,信息技术,31224105.55 ,62466771.42 ,32.61 ,33506182.43 ,159.00 ,336000.00 ,13.11 ,142.38 ,3.70 ,86.91 ,40.67 ,16.55 ,1.29 ,62.60 ,96.00 ,3.00 ,3.00 ,0.00 ,0.00 
16325,300333.SZ,兆日科技,信息技术,712491.63 ,50310581.83 ,25.14 ,58619779.25 ,101.00 ,,14.23 ,11.24 ,4.10 ,33.08 ,-0.66 ,21.98 ,1.10 ,55.19 ,79.00 ,6.00 ,3.00 ,1.00 ,2.00 
16326,300339.SZ,润和软件,信息技术,132423144.44 ,291393044.80 ,13.74 ,-1801658172.81 ,1276.00 ,20593659.38 ,7.38 ,0.25 ,13.03 ,19.74 ,102.01 ,3.41 ,0.80 ,12.86 ,7992.00 ,1.00 ,1.00 ,0.00 ,0.00 
16327,300339.SZ,润和软件,信息技术,87916054.97 ,300663301.31 ,14.75 ,307910606.79 ,1389.00 ,15766936.92 ,8.13 ,-2.62 ,10.60 ,3.64 ,285.80 ,13.13 ,0.88 ,16.07 ,6445.00 ,7.00 ,7.00 ,0.00 ,0.00 
16328,300339.SZ,润和软件,信息技术,99389910.19 ,193795465.01 ,12.02 ,248656364.37 ,970.00 ,20967474.58 ,13.01 ,5.24 ,6.24 ,-0.24 ,130.92 ,3.53 ,0.78 ,14.08 ,5757.00 ,18.00 ,18.00 ,0.00 ,0.00 
16329,300339.SZ,润和软件,信息技术,92739562.34 ,170548265.73 ,12.97 ,307535508.78 ,903.00 ,29672111.94 ,5.93 ,13.97 ,14.79 ,16.84 ,9.66 ,41.40 ,0.73 ,13.97 ,4727.00 ,0.00 ,0.00 ,0.00 ,0.00 
16330,300339.SZ,润和软件,信息技术,110027918.33 ,107028572.52 ,9.48 ,193050987.03 ,552.00 ,8375054.72 ,4.67 ,15.09 ,19.66 ,11.52 ,18.35 ,44.11 ,0.67 ,10.54 ,3104.00 ,0.00 ,0.00 ,0.00 ,0.00 
16331,300346.SZ,南大光电,信息技术,146733037.20 ,65853540.17 ,20.49 ,61701255.64 ,79.00 ,14088538.91 ,109.40 ,-19.13 ,0.72 ,-34.88 ,-385.41 ,-394.92 ,0.28 ,12.12 ,71.00 ,13.00 ,11.00 ,2.00 ,0.00 
16332,300346.SZ,南大光电,信息技术,42980801.38 ,37357336.45 ,16.37 ,55478179.84 ,71.00 ,13849256.40 ,96.66 ,-2.15 ,0.89 ,-62.68 ,-2599.50 ,-503.00 ,0.65 ,26.39 ,52.00 ,19.00 ,4.00 ,15.00 ,0.00 
16333,300346.SZ,南大光电,信息技术,34581310.28 ,38443187.33 ,21.69 ,35794464.05 ,65.00 ,17587268.66 ,64.21 ,23.09 ,1.55 ,-12.47 ,-46.99 ,7.51 ,0.65 ,29.95 ,51.00 ,17.00 ,13.00 ,4.00 ,0.00 
16334,300346.SZ,南大光电,信息技术,37514375.72 ,31315177.70 ,30.91 ,5234752.54 ,51.00 ,8119033.45 ,25.54 ,39.57 ,3.34 ,53.99 ,47.47 ,22.27 ,0.70 ,25.25 ,53.00 ,0.00 ,0.00 ,0.00 ,0.00 
16335,300346.SZ,南大光电,信息技术,40447441.16 ,29447004.03 ,24.46 ,44944469.11 ,53.00 ,26052621.93 ,11.36 ,29.24 ,7.35 ,72.11 ,50.26 ,23.25 ,0.85 ,25.98 ,38.00 ,3.00 ,2.00 ,0.00 ,1.00 
16336,300348.SZ,长亮科技,信息技术,83426398.05 ,198733630.98 ,15.16 ,139500923.00 ,974.00 ,8235854.27 ,16.60 ,-46.51 ,3.78 ,-19.21 ,-384.55 ,-43.13 ,0.92 ,23.35 ,3738.00 ,0.00 ,0.00 ,0.00 ,0.00 
16337,300348.SZ,长亮科技,信息技术,49200309.64 ,144790158.21 ,13.31 ,58139797.37 ,915.00 ,5931122.70 ,16.00 ,-12.58 ,3.54 ,23.54 ,-1955.82 ,-169.95 ,1.71 ,25.85 ,2956.00 ,0.00 ,0.00 ,0.00 ,0.00 
16338,300348.SZ,长亮科技,信息技术,57943235.76 ,103465048.92 ,11.76 ,87656567.50 ,810.00 ,3131300.47 ,9.80 ,3.88 ,4.21 ,19.16 ,120.69 ,11.31 ,1.65 ,24.71 ,2459.00 ,6.00 ,6.00 ,0.00 ,0.00 
16339,300348.SZ,长亮科技,信息技术,34234001.37 ,43852471.84 ,6.74 ,103568106.56 ,585.00 ,3470800.00 ,33.39 ,48.76 ,2.72 ,45.68 ,30.77 ,23.85 ,1.74 ,21.62 ,1539.00 ,0.00 ,0.00 ,0.00 ,0.00 
16340,300348.SZ,长亮科技,信息技术,13792265.99 ,25380934.14 ,5.82 ,36742800.20 ,346.00 ,2569200.00 ,41.88 ,132.06 ,1.85 ,58.92 ,96.54 ,26.56 ,1.57 ,20.33 ,846.00 ,0.00 ,0.00 ,0.00 ,0.00 
16341,300351.SZ,永贵电器,信息技术,99396563.89 ,108597198.63 ,10.05 ,-458936983.61 ,591.00 ,9546007.91 ,45.27 ,7.87 ,1.64 ,-31.53 ,-74.57 ,5.24 ,0.64 ,20.80 ,553.00 ,31.00 ,8.00 ,16.00 ,7.00 
16342,300351.SZ,永贵电器,信息技术,152297878.26 ,79298656.07 ,6.05 ,-485519777.76 ,553.00 ,9091905.68 ,51.36 ,31.80 ,1.46 ,21.17 ,-17.40 ,13.95 ,0.49 ,2664.00 ,548.00 ,13.00 ,3.00 ,8.00 ,2.00 
16343,300351.SZ,永贵电器,信息技术,149285383.71 ,62278719.89 ,4.91 ,172878680.93 ,548.00 ,8459760.00 ,41.05 ,14.27 ,2.43 ,25.21 ,7.46 ,20.46 ,0.47 ,20.39 ,578.00 ,8.00 ,3.00 ,5.00 ,0.00 
16344,300351.SZ,永贵电器,信息技术,160596188.83 ,54318634.45 ,5.69 ,158066023.54 ,578.00 ,5857242.51 ,53.24 ,85.04 ,1.62 ,70.67 ,26.67 ,11.03 ,0.37 ,18.45 ,339.00 ,5.00 ,1.00 ,2.00 ,2.00 
16345,300351.SZ,永贵电器,信息技术,94143570.48 ,32126075.49 ,6.29 ,112365719.45 ,339.00 ,4128726.14 ,46.31 ,71.79 ,1.33 ,27.84 ,42.97 ,14.86 ,0.39 ,21.40 ,189.00 ,9.00 ,2.00 ,2.00 ,5.00 
16346,300352.SZ,北信源,信息技术,193021105.54 ,117265282.34 ,16.24 ,20236944.70 ,577.00 ,6717487.62 ,38.63 ,-27.84 ,1.44 ,-28.40 ,221.46 ,5.82 ,0.37 ,42.87 ,937.00 ,22.00 ,22.00 ,0.00 ,0.00 
16347,300352.SZ,北信源,信息技术,119384375.59 ,119995094.78 ,20.96 ,85355460.55 ,559.00 ,5230523.07 ,42.73 ,-3.78 ,1.52 ,33.14 ,116.44 ,4.25 ,0.84 ,43.23 ,944.00 ,10.00 ,10.00 ,0.00 ,0.00 
16348,300352.SZ,北信源,信息技术,75512175.68 ,101050908.99 ,19.63 ,90344105.79 ,564.00 ,2596496.67 ,33.35 ,-6.60 ,2.13 ,-8.08 ,-383.57 ,-34.39 ,0.86 ,43.79 ,816.00 ,70.00 ,69.00 ,1.00 ,0.00 
16349,300352.SZ,北信源,信息技术,61415214.50 ,77200657.66 ,15.68 ,80235854.28 ,476.00 ,2338763.14 ,9.13 ,7.29 ,7.51 ,0.55 ,-21.20 ,24.77 ,0.93 ,40.37 ,692.00 ,46.00 ,46.00 ,0.00 ,0.00 
16350,300352.SZ,北信源,信息技术,59690893.26 ,58597959.08 ,12.47 ,70719566.59 ,393.00 ,3568050.00 ,8.29 ,12.44 ,8.02 ,5.33 ,-9.68 ,31.60 ,1.20 ,37.82 ,629.00 ,38.00 ,38.00 ,0.00 ,0.00 
16351,300353.SZ,东土科技,信息技术,187793582.09 ,194641238.34 ,23.85 ,-445909241.18 ,525.00 ,32867479.85 ,14.50 ,1.22 ,5.35 ,25.15 ,45.15 ,-6.43 ,0.48 ,36.64 ,991.00 ,30.00 ,22.00 ,2.00 ,6.00 
16352,300353.SZ,东土科技,信息技术,154985848.24 ,179553072.46 ,18.81 ,92675072.61 ,510.00 ,15569902.49 ,18.88 ,1.87 ,4.07 ,7.17 ,9.71 ,12.45 ,,31.58 ,884.00 ,59.00 ,48.00 ,1.00 ,10.00 
16353,300353.SZ,东土科技,信息技术,100479705.88 ,154090472.98 ,18.77 ,124794506.08 ,477.00 ,15018781.90 ,23.81 ,38.74 ,3.28 ,15.07 ,-30.61 ,12.16 ,,33.31 ,870.00 ,45.00 ,39.00 ,2.00 ,4.00 
16354,300353.SZ,东土科技,信息技术,87580734.31 ,109565517.39 ,16.56 ,120734916.35 ,411.00 ,15645972.61 ,18.63 ,87.06 ,4.37 ,42.72 ,46.04 ,17.00 ,,31.66 ,607.00 ,27.00 ,27.00 ,0.00 ,0.00 
16355,300353.SZ,东土科技,信息技术,64931493.55 ,46206200.18 ,11.48 ,69963938.15 ,263.00 ,18225162.11 ,36.14 ,49.35 ,2.03 ,28.72 ,23.25 ,16.61 ,,26.14 ,138.00 ,11.00 ,11.00 ,0.00 ,0.00 
16356,300354.SZ,东华测试,信息技术,16530747.45 ,18127568.72 ,10.20 ,30427204.01 ,152.00 ,3499150.97 ,73.89 ,-11.52 ,1.07 ,0.03 ,100.46 ,0.02 ,0.69 ,27.74 ,146.00 ,8.00 ,4.00 ,4.00 ,0.00 
16357,300354.SZ,东华测试,信息技术,17622325.71 ,16613972.44 ,12.38 ,17624680.57 ,146.00 ,5313591.55 ,76.20 ,0.99 ,1.21 ,-22.38 ,-438.12 ,-40.58 ,2.77 ,27.65 ,153.00 ,0.00 ,0.00 ,0.00 ,0.00 
16358,300354.SZ,东华测试,信息技术,18559988.24 ,15306417.70 ,11.82 ,4568337.37 ,142.00 ,1554920.00 ,62.83 ,48.86 ,1.41 ,88.99 ,59.64 ,9.32 ,2.79 ,28.12 ,149.00 ,9.00 ,4.00 ,5.00 ,0.00 
16359,300354.SZ,东华测试,信息技术,18394251.33 ,16337707.22 ,12.59 ,1978280.73 ,149.00 ,2620580.00 ,35.85 ,14.26 ,1.79 ,84.10 ,17.33 ,6.10 ,3.57 ,30.28 ,113.00 ,0.00 ,0.00 ,0.00 ,0.00 
16360,300354.SZ,东华测试,信息技术,5789888.77 ,15670187.86 ,13.72 ,8165374.68 ,113.00 ,1741220.00 ,31.87 ,20.60 ,2.37 ,8.52 ,-30.64 ,9.57 ,2.75 ,24.84 ,105.00 ,1.00 ,0.00 ,0.00 ,1.00 
16361,300365.SZ,恒华科技,信息技术,11453788.48 ,109806631.57 ,9.78 ,295317677.51 ,558.00 ,6060147.28 ,45.15 ,5.27 ,1.85 ,8.41 ,10.12 ,5.75 ,0.48 ,52.69 ,776.00 ,9.00 ,7.00 ,2.00 ,0.00 
16362,300365.SZ,恒华科技,信息技术,12689358.00 ,94366728.10 ,7.97 ,272406870.31 ,507.00 ,1428716.99 ,49.87 ,24.86 ,1.79 ,17.94 ,43.64 ,8.52 ,1.15 ,44.63 ,726.00 ,17.00 ,14.00 ,3.00 ,0.00 
16363,300365.SZ,恒华科技,信息技术,13375626.24 ,79016887.25 ,9.23 ,192126318.53 ,536.00 ,5977550.00 ,45.64 ,19.80 ,1.24 ,-0.87 ,-27.86 ,6.99 ,1.22 ,47.60 ,695.00 ,56.00 ,55.00 ,1.00 ,0.00 
16364,300365.SZ,恒华科技,信息技术,1174285.25 ,56673873.30 ,9.39 ,134326886.92 ,485.00 ,4041232.21 ,31.36 ,3.36 ,2.82 ,-34.14 ,-28.95 ,33.06 ,1.44 ,48.35 ,638.00 ,50.00 ,47.00 ,3.00 ,0.00 
16365,300365.SZ,恒华科技,信息技术,1461862.59 ,40068232.90 ,10.23 ,91084915.66 ,436.00 ,12045999.00 ,35.10 ,-11.88 ,3.48 ,-10.10 ,5.76 ,30.64 ,1.55 ,49.43 ,478.00 ,48.00 ,46.00 ,0.00 ,2.00 
16366,300366.SZ,创意信息,信息技术,127378028.00 ,165152680.32 ,8.38 ,101618592.06 ,705.00 ,5245284.29 ,46.89 ,19.27 ,1.66 ,34.69 ,11.19 ,15.17 ,0.81 ,44.88 ,977.00 ,9.00 ,9.00 ,0.00 ,0.00 
16367,300366.SZ,创意信息,信息技术,119951777.30 ,126139794.59 ,7.86 ,-420359766.36 ,713.00 ,8296332.10 ,36.14 ,17.57 ,2.13 ,34.78 ,-1.80 ,17.68 ,0.47 ,51.63 ,833.00 ,3.00 ,3.00 ,0.00 ,0.00 
16368,300366.SZ,创意信息,信息技术,100968978.02 ,83449673.08 ,5.19 ,173595904.57 ,539.00 ,8888915.49 ,22.10 ,13.56 ,3.50 ,41.22 ,27.38 ,24.27 ,0.45 ,45.29 ,884.00 ,0.00 ,0.00 ,0.00 ,0.00 
16369,300366.SZ,创意信息,信息技术,104995530.66 ,56378124.60 ,5.06 ,120302838.97 ,448.00 ,5388904.17 ,47.89 ,15.06 ,1.30 ,20.15 ,47.11 ,14.87 ,0.41 ,38.72 ,618.00 ,2.00 ,1.00 ,1.00 ,0.00 
16370,300366.SZ,创意信息,信息技术,90273268.61 ,29826735.42 ,4.81 ,97463288.11 ,343.00 ,1475000.00 ,46.54 ,50.28 ,1.25 ,38.09 ,52.93 ,12.14 ,0.48 ,41.68 ,127.00 ,0.00 ,0.00 ,0.00 ,0.00 
16371,300367.SZ,ST网力,信息技术,47016530.19 ,294217856.95 ,83.23 ,-3191084086.11 ,478.00 ,9328476.43 ,33.98 ,8.61 ,1.81 ,24.23 ,19.26 ,10.93 ,0.09 ,41.24 ,973.00 ,2.00 ,2.00 ,0.00 ,0.00 
16372,300367.SZ,ST网力,信息技术,78451097.60 ,283334679.53 ,12.61 ,313522404.97 ,661.00 ,14488581.35 ,34.09 ,7.29 ,1.86 ,47.73 ,53.95 ,11.36 ,1.21 ,40.18 ,935.00 ,8.00 ,8.00 ,0.00 ,0.00 
16373,300367.SZ,ST网力,信息技术,94307209.39 ,225270533.72 ,12.15 ,379545969.05 ,651.00 ,10832267.58 ,35.67 ,19.02 ,2.16 ,75.92 ,34.14 ,10.90 ,1.67 ,45.65 ,827.00 ,13.00 ,12.00 ,1.00 ,0.00 
16374,300367.SZ,ST网力,信息技术,85394133.15 ,201838267.24 ,13.63 ,353213324.27 ,597.00 ,2614851.59 ,12.36 ,3.35 ,8.17 ,-2.43 ,-37.15 ,12.82 ,1.47 ,44.09 ,682.00 ,46.00 ,46.00 ,0.00 ,0.00 
16375,300367.SZ,ST网力,信息技术,110771160.84 ,106198211.54 ,10.44 ,270094155.59 ,484.00 ,2123560.00 ,13.12 ,7.42 ,7.78 ,-15.63 ,-31.34 ,19.90 ,1.65 ,41.12 ,377.00 ,41.00 ,41.00 ,0.00 ,0.00 
16376,300368.SZ,汇金股份,信息技术,38072420.04 ,27305448.55 ,3.23 ,67676721.72 ,124.00 ,4980998.87 ,38.09 ,14.80 ,1.93 ,62.56 ,25.72 ,21.88 ,0.92 ,12.68 ,372.00 ,49.00 ,7.00 ,29.00 ,13.00 
16377,300368.SZ,汇金股份,信息技术,37542569.32 ,72098072.85 ,8.72 ,35128852.98 ,135.00 ,8820689.15 ,37.26 ,22.47 ,2.00 ,111.28 ,26.87 ,18.49 ,1.51 ,14.00 ,1028.00 ,19.00 ,1.00 ,16.00 ,2.00 
16378,300368.SZ,汇金股份,信息技术,76730987.42 ,72728436.10 ,11.70 ,-213699894.84 ,625.00 ,1165524.43 ,24.71 ,75.57 ,2.61 ,18.54 ,10.42 ,30.79 ,1.32 ,33.87 ,1258.00 ,49.00 ,16.00 ,29.00 ,4.00 
16379,300368.SZ,汇金股份,信息技术,70808818.43 ,67537406.54 ,9.99 ,75360862.83 ,719.00 ,5531936.24 ,39.67 ,6.46 ,1.31 ,26.65 ,26.77 ,16.85 ,0.84 ,31.66 ,780.00 ,23.00 ,8.00 ,14.00 ,1.00 
16380,300368.SZ,汇金股份,信息技术,76339771.56 ,39370964.28 ,7.74 ,76935178.38 ,343.00 ,4083300.00 ,24.52 ,39.18 ,6.12 ,29.30 ,43.65 ,16.84 ,1.18 ,22.42 ,413.00 ,23.00 ,8.00 ,1.00 ,14.00 
16381,300369.SZ,绿盟科技,信息技术,244570491.09 ,337543590.46 ,20.20 ,226288619.16 ,811.00 ,14161131.12 ,57.05 ,37.83 ,1.31 ,37.94 ,69.89 ,11.74 ,0.57 ,27.58 ,1664.00 ,49.00 ,49.00 ,0.00 ,0.00 
